Number 41, Extreme,608007905029000640000000000040806020000000000050201060000000000087000150105900204
Number 42, Extreme,620000034000070000005100000008200605000000000103504900000603700000020000390000086
Number 43, Extreme,002050100700302006009000400907200005400000001300006208004000700800409002003060800
Number 44, Extreme,200100608080305000000080000309000200050000030008000107000050000000002090001006850
Number 45, Extreme,810006200000010060700030009000000000072000910000402000000020004090050000005008036
Number 46, Extreme,000021400080403070600000009060000300000504000003000010200005007090208000001000600
Number 47, Extreme,000000000740030000000907045050704080000000200070206030200401000000090060001000900
Number 48, Extreme,600405000003000600200030509090040078001000000300080000806050007000000300000709000
Number 49, Extreme,070500000200000000001608300700000005009007010500090002403706900000000004020000060
Number 50, Extreme,000050000009000300700281000080007050001000400020006030900410007003000600000020000
Number 51, Extreme,000800500002700300070000040200060000700508002000040018060000000008009200004001060
Number 52, Extreme,060078009004501000000000700090605030000000000030200080005000000000704100840900060
Number 53, Extreme,800301009009070040000000000051000460000090007060000200000000000034080900106007008
Number 54, Extreme,000702000000000003541000000070050028003100900050090070000020091800000007000305000
Number 55, Extreme,050300940004010200000002000001000009800540003702000000000800000007090500003006080
Number 56, Extreme,800001200400768000010000000020500030006020000000007040000000050600954007008000001
Number 57, Extreme,000000201090000000700050008000804030010500006050309000600070000070000090508000300
Number 58, Extreme,000040080001000706000008200500620000040000060000007003004250000802000900050090010
Number 59, Extreme,900001002005000300300800006040050090100000007060080040500306000002000600000009008
Number 60, Extreme,009000100060070040103000092900007005000000000400902003210000009000060050008000700
Number 61, Extreme,405000008000000000060319040600500800040020010000003000030175090000000000700000503
Number 62, Extreme,790000003000703000080050000100300008050060400900002006000074020000800000300000061
Number 63, Extreme,000004000730000056040300090000090300200000007005060100090047030600000082000600000
Number 64, Extreme,080000000620000045000360007000200900060030000001007000409050200170000069000000070
Number 65, Extreme,000200060007000502900003004000800050600000007740001000500900008002000405080007000
Number 66, Extreme,002005000000000007000187900097030018400000006020050040006001000500000009000600300
Number 67, Extreme,000504009607000300000200001260000003005070900000000082300708000009000600400100000
Number 68, Extreme,005000000030002000010908730400100007000070000600009025068005090000800040000000600
Number 69, Extreme,003005060090000007000703100030060200200040008001000090009100000800000040070300500
Number 70, Extreme,890010037700802000000600000009000065050000010180000700000005000000403009940070058
Number 71, Extreme,200109400080003000007080000920500000600000001000004025000020800000900070008401003
Number 72, Extreme,021000800040206050003000010005060000080704090000080400090000200010903080008000970
Number 73, Extreme,500040000003000620000009004006007200810000043009100000700500000092000800000030006
Number 74, Extreme,000009040100040006700005000020406000006050900010902080000200005900030007080700000
Number 75, Extreme,000068000020709010001000004057600090200080001010007540500000400090506030000470000
Number 76, Extreme,000090005040008070302000600008001000650000037000400200005000701030800060900060000
Number 77, Extreme,060300000301080090800670001030000100750000082006000040600098004040030809000005060
Number 78, Extreme,001030000900600000400192003370000590009000400045000087500319006000006004000070200
Number 79, Extreme,700000005006080140000006000090010070000298000820000030000600000068050400400000002
Number 80, Extreme,400001500037090802080000000000830020008000700010069000000000060203010470006900005
Number 81, Extreme,007000500000730000190208000003000407080000060602000800000607053000051000004000700
Number 82, Extreme,000807000601020700070000600090501020000080000050609030004000060007050901000902000
Number 83, Extreme,150800060007000504000700080009020000700308006000040100070003000304000200020001093
Number 84, Extreme,629000010300000896000700000005039070000000000070450300000001000493000001010000548
Number 85, Extreme,010050030300000000004306900005000380000947000062000000006109200000000004030020070
Number 86, Extreme,060400000008302900200070008301009400000000000009500701800020009002105300000004070
Number 87, Extreme,000103270300400009002000080005009800010000060007500900050000300900005002024307000
Number 88, Extreme,302004000040029070000800000000000009007165200500000000000003000090450010000700645
Number 89, Extreme,900003008000700500000600049090001080250000034080300020710009000009006000600400007
Number 90, Extreme,001020090000009200040600080002040030300708002070090500010004020004200000020050600
Number 91, Extreme,800000004005000001007800300090000005000236000400000020003705400900060200500000008
Number 92, Extreme,700009000000080200510200030100690002090000050300018009050006047008070000000900001
Number 93, Extreme,000604090000800005000050060305000209240000018901000607050010000400009000070302000
Number 94, Extreme,000302070700900005006000400094800000201000507000001980008000700400005003060209000
Number 95, Extreme,400100003080007010000040702001000200050823070008000500602050000010900060800001007
Number 96, Extreme,003007500000000001006230000090000607004000800608000040000081400500060000002400300
Number 97, Extreme,020090060600100005004000200000006803060908070208400000007000100500001009080040030
Number 98, Extreme,200004600000000800090200010700026008003040900600790001030001090007000000008500002
Number 99, Extreme,008003700030706090400010002029304000000000000000107420200070008080209060004600200
Number 100, Extreme,100009000000405020906200705000050809000000000703080000508002104090501000000800003
Number 101, Extreme,030000900901005004080010060009800700000973000003001600040020080200100507007000020
Number 102, Extreme,000203010007400000902000500200000830500102007046000005005000302000004900020806000
Number 103, Extreme,900000007000082400030100020000050090200608001010070000080006010004530000700000006
Number 104, Extreme,061900000900000004000030070030607590000040000072503080080060000400000008000009760
Number 105, Extreme,608000002000000003001040080700480500000902000006035004030060900800000000900000705
Number 106, Extreme,803000600100900005050406080009003000500000008000500700090201060600004003001000502
Number 107, Extreme,090007360000000900002403050901006005000040000800200601060304800004000000039800010
Number 108, Extreme,000920100000006007020003080054000200030000050002000930010300060800100000003048000
Number 109, Extreme,031006900804000560060000000000204080200030001040705000000000070023000106009400830
Number 110, Extreme,200501007080000060009000002806903000000104000000602705300000600010000020500208009
Number 111, Extreme,000096000008050003501000906003205008000000000100309700206000109800060300000120000
Number 112, Extreme,030109060001000920600000041000730000700020008000096000850000004062000500040207080
Number 113, Extreme,000009230000015406000030009043000790000000000081000520200080000308640000017500000
Number 114, Extreme,000000600009040070300020500060700300100000008003005260008090003090060700005000000
Number 115, Extreme,016500000800004000070080090900800003030050040500002001060020050000400007000001830
Number 116, Extreme,000080000160007003705102000000200007090050030200009000000301504800000071000060000
Number 117, Extreme,068030070000000000200615000520000407830000026709000035000194008000000000080050240
Number 118, Extreme,090201060003006900000800700014000030700000005080000420008004000009100300060308090
Number 119, Extreme,002008700700000004401003500000080005030702010200060000005800902900000001007500400
Number 120, Extreme,980002075400000002007901000000023000200509008000800000000605800700000003590300047
Number 121, Extreme,047060000006100705003500040000012090008000300090070000030000400709008100000020670
Number 122, Extreme,002000006030970020900061000706300004000040000400007608000530000050090010200000700
Number 123, Extreme,004020706080007002000090000018030050000000000090040120000060000860300001902010300
Number 124, Extreme,020607009005000380040900700080109000010000070000708060004001090050000400900502010
Number 125, Extreme,025000600100080000900205040402050000050001000000060902090003006000040001003000780
Number 126, Extreme,901300004005070060000200030500040023000000000360010008080007000090020070600009100
Number 127, Extreme,006400708004500000000087360000000580700000003069000000032690000000001900007003200
Number 128, Extreme,504700000720609040010000200090060000200000007000050090005000030030900064400008002
Number 129, Extreme,200000001360200075000358000000000020100000006024007000000931000970006053600000009
Number 130, Extreme,080401096000000805000000004002070500090000080001060200100007000007000600360009010
Number 131, Extreme,000209100100053600300000020000040080006502700010000000060000004009420008001800500
Number 132, Extreme,000000000007650400053204070030009010804000603070000020040708350000012800000000000
Number 133, Extreme,002300590006040007700500000020004010003000400050800070000001005200080300004600900
Number 134, Extreme,004000050600008009000001700050030020009020000020070068001600030900500007060000100
Number 135, Extreme,070300000080600001000908005800000650200000008091000002930807000700004020000103080
Number 136, Extreme,006004003140060008080100040702000800000050000004000702070006080200040015600500400
Number 137, Extreme,060900050090031020007600000015000800080000060004000510000005200000310070030806090
Number 138, Extreme,000007000469000080000906501230000000074050860000000043802509000090000658000800000
Number 139, Extreme,060800090002005700840070000000050070308000509010090000000080036004560900080009010
Number 140, Extreme,200090008000000900000300714100006000008000600400508009351007000006000000900080405
Number 141, Extreme,800000003090000504004103000002709050005000700070805430000906100208000060400000005
Number 142, Extreme,084900610000600900060000087090700500000040000003008070740000030005001000019006720
Number 143, Extreme,060294007000000009002300500300000802000050000907000003004005100600040000800631090
Number 144, Extreme,080407030900050000006200801800700000000000000001006002602004708000000000070802010
Number 145, Extreme,005009006000030200028001040500000014001000600480000005090300170002010000100602500
Number 146, Extreme,090050000600034002004000030040800900706000801008007060030000200100420006000000079
Number 147, Extreme,500002030030060000102000007070006300005000900004300020200070405000090060050408009
Number 148, Extreme,200000004040865000050300000003500800600090007000000100000002080000651040000000603
Number 149, Extreme,040009010000400080193080600000590006010000030200071000000020403060005000080900050
Number 150, Extreme,030060080000300007000804020001023600400000001008900700012605000600007000040090060
Number 151, Extreme,005108700400000008086000130000809200000030000001405000027000300500000002003702400
Number 152, Extreme,900051000700000009006000040530080900000204000602500034080000300000000007000340002
Number 153, Extreme,400000060000008030001004902040030007500000008200090040102307600070620000060000003
Number 154, Extreme,150000002060800050000052090000005006080706010700300000010590020090008060500000071
Number 155, Extreme,001000900080900020400010005900408001000765000500001006700030009020006030003000500
Number 156, Extreme,000902000003000000020080460016009500000407000000500870067050090005000700001206000
Number 157, Extreme,000018000000500700402000300001900520090105000027004000006000001005003000300860000
Number 158, Extreme,009004006005080100800000007000400010400701002000005900500000009007060200906300800
Number 159, Extreme,070208500305000900008400003006007000400080005000300100900006400001000309004103050
Number 160, Extreme,000600053004010700030000900015090680200000001063020070002000040000080100470001000
Number 161, Extreme,020000164400001000000050000009000006210604053500000800060020080000300000174000030
Number 162, Extreme,050100000100004005003750000006000004041503920500000800200081300300000000000006090
Number 163, Extreme,709060003030000400500307000070008064002000100610700080000804009008000020300070801
Number 164, Extreme,005060038000000000200840010007003500800020009002690100040030006000000000670050900
Number 165, Extreme,000000800000159070900000001000003190400010007068700000870000003010936000006000050
Number 166, Extreme,070060090005040000010302500703000000000806000600000302004003010007000900020090080
Number 167, Extreme,005208700780000020000000900073800100100000005000002470004000000050000069000016500
Number 168, Extreme,000152000000700302000090070009065080870000045040380100010030000902004000000519000
Number 169, Extreme,309000007000004000005637200000000001107306902600000000006845100000700008200000506
Number 170, Extreme,020000080080071005900380002000560030500000004060030000700012008400850090090000000
Number 171, Extreme,600800003008093100401000000000710200700000008002085000000000601006350400900006007
Number 172, Extreme,002000700610000050090100000900400000030580060000603009080002070070000034001000200
Number 173, Extreme,001070300005086070000500000190000007020000060400000021000005000050240086009010200
Number 174, Extreme,000000005007400306080000170008602007000591000500704600056000090301006700200000000
Number 175, Extreme,000000020900060000800701304090000200027000450006008070005406007000010000073000000
Number 176, Extreme,008300500030010000904000701007206490000000000095401800809000104000070020001009300
Number 177, Extreme,050078020607900014800000005000007000900010007000800000300000009160009208080230060
Number 178, Extreme,000700090100003004800906000029004006080000040300100500000609008900300025050008000
Number 179, Extreme,002143800007600040001000000600920005000508000400016009000000000080009700003485600
Number 180, Extreme,080050940400000000095600100000091200030000070001820000000005080000000006068000007
Number 181, Extreme,090006000008010400100000052000700040200000008060403020840000003007040900900300080
Number 182, Extreme,600090000908400000020700010003500400000000000405008207059003070000000509000010004
Number 183, Extreme,000020400008000009060400018600208003300000005800001004510004090400070800009000000
Number 184, Extreme,200007000070020040306000800013040000900800006000069500004000900060090050000700008
Number 185, Extreme,608000105000300600050009000280070004009000700400030016000200050001005000507000401
Number 186, Extreme,000300000000075010015000900400000060300000709080250000004000570020690004000008000
Number 187, Extreme,040309200000200050709080300580000000003000700200000081004050602010004000008002090
Number 188, Extreme,502300008000000600060704000003005000050609020000400900000102060005000700600070109
Number 189, Extreme,290004000570000020060050000007030000030205017000090500000010080010000064000306052
Number 190, Extreme,600400020700021003000000100002910700000000800007068900003000007800050006090007001
Number 191, Extreme,010078430200100007009000800300540020000000000050092004005000000400003001093060070
Number 192, Extreme,200000300000004260010020000000870001036040090800006000000050040029300100008000006
Number 193, Extreme,030900000005000600700200098090070040040800320010060000080004005002000400000003060
Number 194, Extreme,056000940003040800000016000500300000068000350000007009000600000004070200080200670
Number 195, Extreme,000204000030000090500103408200060800960000047007040009304000002070000030000801000
Number 196, Extreme,060105240029000080000000900000009003094000510000700000007000000050040620046302050
Number 197, Extreme,080000007090308010700020800308600000029000630000002501004090003060201040800000060
Number 198, Extreme,060300000050064010900002006006200900100090003007006800600100008030840090000003040
Number 199, Extreme,005100720000000000800002305000070609007050200308060400409700002000000000061009500
Number 200, Extreme,060700009209000700007000040006030800300802005000090200050000900008000102902004080
Number 201, Extreme,800000005700045000000210080030650010400000006010032070040020000000190003500007002
Number 202, Extreme,000000000004501300280000065700005008000918000800300002410000089009007500000090000
Number 203, Extreme,040020000000005030800000902030060470600012000095080060403000008080200000000030010
Number 204, Extreme,900067000070482906000000000107000004060000090400000803000090000803250060000610008
Number 205, Extreme,062000000490705000007008006070000900800000003001000080703800601000106034000000850
Number 206, Extreme,040039000007000000600700405150000000200600009000000061905004007000005300020100080
Number 207, Extreme,000000200043006800010007060006070003000912000700000100060508020002100450005000000
Number 208, Extreme,095000300000020008800090607000600080901000700070004000203040001500070000009200030
Number 209, Extreme,100039000075604010000200700010006089000000000240100000006008000050001840000900006
Number 210, Extreme,700502000009700000308000005030600100800040006004009080207000904000004300000901007
Number 211, Extreme,003700500004800000500000009600010080300205000070040000800000002050004600000006350
Number 212, Extreme,160840005000007000000050008001030500009786300008020700300060000000900000900074026
Number 213, Extreme,089000000050906010002070000000210006000307500200065000000090720010003080000000460
Number 214, Extreme,470020050023000040900000000005900700000030000007005600100000006040700980080050030
Number 215, Extreme,001506007008000000009040320000307000040020090000900000092000500000000700300451200
Number 216, Extreme,906000002000500040510820000000006070400010003060302000000047059090008000200000607
Number 217, Extreme,009000500400000003600507049000400000041908730000006000900805004300000005008600100
Number 218, Extreme,060000270001290400200008009070000041000406000540000020600900007003067900097000010
Number 219, Extreme,000030050009080007600409008010000300000621000006000040100308009500060403060070000
Number 220, Extreme,000003007000107500000080620008900050205000106097005800059020000006309000800000000
Number 221, Extreme,000006009000500040007000800809070600000090000002040503008703400010002000500800006
Number 222, Extreme,080600730600070000020040000108005003002000500700200108000060080000089007093004050
Number 223, Extreme,004090000590000000000006300080607034006805900350109080009200000070000018000060400
Number 224, Extreme,240806059000000000000400380700002001030000020800900006016008000000050000980203015
Number 225, Extreme,002000000400500108007391000060005340000000000024800090000703000108400007000000200
Number 226, Extreme,010050300000304009500008006061000040000080000050000690102800004800703000009000020
Number 227, Extreme,070000008030602050500040002008570000300804009000009800900020003050903040100000090
Number 228, Extreme,000091070000640000000802016506007300400000002009200105060409000000068000040730000
Number 229, Extreme,030040090004000760700006008000032000040501030000860000600200009085000200070010005
Number 230, Extreme,400003702002000000050070090730008600000000050506900070060040010000000400908300006
Number 231, Extreme,200700004009010020040005600090500010710000045080001090007400030050070400100008007
Number 232, Extreme,500000083040506000001030500900000060000324000080000002006090400009100020820000001
Number 233, Extreme,005002100000940000900008046030000890408000207070000060560300001000025000001000000
Number 234, Extreme,040000030650000009000325000000030900001487300005010000000002000800060051070000040
Number 235, Extreme,200100076060000009007000500602080700090000060008090005003000600800400020570003004
Number 236, Extreme,003005009000700300040010050076008010050030080030900560060050020007004000200600400
Number 237, Extreme,060000027700000000908070150000490030001702500080053000017080306000000005640000010
Number 238, Extreme,710090030005000000090508400008040000100000086000070200009007020000004700020030018
Number 239, Extreme,000000000009473000030010005681050000000000000000020913740000060000286700000000009
Number 240, Extreme,000700090020040000040090703000600000403920508000005000801000040000010060070002800
Number 241, Extreme,000200007040010680001000400080100000090480020006003050002000700079030060500004000
Number 242, Extreme,030108070005000004001030002050309080000040000090806000300060500800000100040000090
Number 243, Extreme,000096000001000204030800090000082000708050106000360000060005080802000500007030000
Number 244, Extreme,870006102050000007001000000020601054000705000930408070000000900600000080203000016
Number 245, Extreme,090000000705001000003008900900040003067000250200060000002607800000300075000000060
Number 246, Extreme,100006708000750000007000030008500307070309010305004800040000600000041000601900004
Number 247, Extreme,008203700603800900000000000030006017500000008860100020000010000006000405002609800
Number 248, Extreme,006000001000800200010090065000510090025070610070042000240050030003009000500000100
Number 249, Extreme,000264090027000000000000056003006000010437080000500400870000000009000730000021000
Number 250, Extreme,010006080067309040500000600700020300000903000002040001005000007000508430040100060
Number 251, Extreme,400200000001008502350010080605000000030000020000000406040020071709400200000005003
Number 252, Extreme,530708000000040000018000000300900006074000280900804007000000590000010000000506743
Number 253, Extreme,300000600800090004050300080090040500000902000004680070040001007600020000003000008
Number 254, Extreme,706002000000000300040509020100340009038000000900087003060008090007000000000200804
Number 255, Extreme,860009000049650800000410000004000008073000620200000400000045000008061340000700065
Number 256, Extreme,000683000230000009000000500900302700070000050002007001001000000600000047000549300
Number 257, Extreme,000005009007209100000030070702000065000000000310000902090010040003604200200500000
Number 258, Extreme,500048007000000000640005020900001006070030010410800002020900068000000000100720009
Number 259, Extreme,000100030100000095073008000700060000005904700400030009000200670980300002040005000
Number 260, Extreme,000100000025000040008000200800090300603805000004060001087000400430000760000009000
Number 261, Extreme,170500090000000070045000200800094001700030002400680009007000820090000000080003045
Number 262, Extreme,002000000000601007300708600956000002000000400800300016001203009200409000000000800
Number 263, Extreme,000000000400025003008300015105900000030000090900004006750809300300260001000000000
Number 264, Extreme,005209700400030005060000010092000000701000608000000490000006000000020004006501300
Number 265, Extreme,080010590090000000000400760000240003000000000500039010048007600000060030056000020
Number 266, Extreme,500040800090706000006000009360000185000000000085000046700000600040309010009050002
Number 267, Extreme,000000000402060009507030000003400000940501037200003800000050182800020406000000000
Number 268, Extreme,609020100080000030000501006000058400700906003004210000800105000070000010005060802
Number 269, Extreme,000600080000005040009000100010009005000102600670500090004000900050780060020004000
Number 270, Extreme,000010000007802000090000050800750020003004560040068007020000610000209800000030000
Number 271, Extreme,000006000250090040000020010570400003060000020400003057010040000090050064000201008
Number 272, Extreme,095100070400600008600030400970000003000803000500000047002080005700002004050006100
Number 273, Extreme,005000009900300060000006200004023906001000500300690700003700000080000005400000100
Number 274, Extreme,009120300100804020000000008500000079001090400960000001700000000030402005002069000
Number 275, Extreme,040205001600001003008030000050302000000000000003504080000020400700100002800409015
Number 276, Extreme,005300010000070000009008406804700000900815003000009608508900100000020000040003900
Number 277, Extreme,000805091002406000000000000059000106001000308804000250000000000000904500710253000
Number 278, Extreme,000001040008740009004030100063000700500000002000000090002070300600095200070400000
Number 279, Extreme,060900020527060300000000006052000004090507010800000600200000000005040793080006050
Number 280, Extreme,900020000003005104005008300090000070000301000010000050200907400408600700000030006
Number 281, Extreme,000903000000000190000001203790008035002000000640500070006400000038000400000107000
Number 282, Extreme,054090300000000000000602070009050830005000700078010904060905000000000000091030040
Number 283, Extreme,060104000700906000030070000040080030908000406050060020000000080000305002000001340
Number 284, Extreme,002108900000050003000900060380006007004000300500300098010004000200070000003209850
Number 285, Extreme,360005008004000000009003205000580701000000000403071000601700500000400100000100092
Number 286, Extreme,700006034000802760000000000030000086060507010800000040000030000028709000610400009
Number 287, Extreme,000004390007050020000320006000061042000000000460870000780049000040030100025000000
Number 288, Extreme,000000000350090140801000500000014600120000094004930000008000706047020015000000030
Number 289, Extreme,040607050900030760000000004030800000020000090070005680300000000098050007060009040
Number 290, Extreme,000300500060009000200000401070100064000602000690004070000000003040500000005208000
Number 291, Extreme,000250000000000007200006008002030800007109500008005300801700004600000020000061000
Number 292, Extreme,900870015000250000000000090490608007006000500800700064010000000000002000570031006
Number 293, Extreme,003501006040020900000600080400030075001000200950080004030004000005060040700205800
Number 294, Extreme,209080000000000003000006007007005010804090205020400700300908000400000000002010409
Number 295, Extreme,001307200400020005000005000140000050057000160086000047000800000800070003005901600
Number 296, Extreme,009010070000608400300000000020400086000060100710002030000000007403906000000020600
Number 297, Extreme,001090008000014000007006050400000500020030060509000201000800900000250000300040700
Number 298, Extreme,000607000000000250840090060009200030050030040070105900090060073028000000000001000
Number 299, Extreme,000860000400005009070040020900000602000000800201007005010080090600450001000003000
Number 300, Extreme,000002060800009305030070040003050000700801006000020100042030070905000003060000000
Number 301, Extreme,090000070068003500007005000100060800046080900009070005000200700002900340080000090
Number 302, Extreme,004600130010200050703000000400030000002968700000020003000000501040002080086001300
Number 303, Extreme,000900000809070005000000078002007009004605107600100500420000060700020804000006000
Number 304, Extreme,000208000080405070000070200046000701007000300805000040003090050060003090000801000
Number 305, Extreme,000000000004801002027090310000000005090735060400000000069050870000602100050000000
Number 306, Extreme,380040005000000016005009800000453000400000003000617000002800400890000000150060028
Number 307, Extreme,016005400000200000005070080000680070500000001030009000070040350000050000001300260
Number 308, Extreme,040169000370000009000000000408030000060000040000050106007003000000000065000876010
Number 309, Extreme,024050060009000100105600000806100004000900000000006703000003506001000400050060870
Number 310, Extreme,090020100000807060000000580024003900000000000008201730016000090040905000000010050
Number 311, Extreme,200000000030020090059106700700002000008050904000300005002801560000030080000000007
Number 312, Extreme,006001000801090640200000500400100000002030800000002007008000005537060209000300400
Number 313, Extreme,050000600004503720000010009680004000002060300000200070900080000037401900000000050
Number 314, Extreme,000504000730600010640070090027000060300000008010000350000050082060009031000206000
Number 315, Extreme,200670008000400000000080901018003007040000090500700600002010000000806000400030009
Number 316, Extreme,001000000050040920203009800090003540000908000017000080000700104065000070000000000
